2025-07-18 11:30:24,Sensor 2:,0.02,ampers
2025-07-18 11:30:24,Sensor 1:,0.05,ampers
2025-07-18 11:30:24,Sensor 2:,0.02,ampers
2025-07-18 11:30:25,Sensor 1:,0.05,ampers
2025-07-18 11:30:25,Sensor 2:,0.02,ampers
2025-07-18 11:30:26,Sensor 1:,0.05,ampers
2025-07-18 11:30:26,Sensor 2:,0.17,ampers
2025-07-18 11:30:26,Sensor 1:,0.05,ampers
2025-07-18 11:30:26,Sensor 2:,0.48,ampers
2025-07-18 11:30:27,Sensor 1:,0.05,ampers
2025-07-18 11:30:27,Sensor 2:,0.58,ampers
2025-07-18 11:30:28,Sensor 1:,0.05,ampers
2025-07-18 11:30:28,Sensor 2:,0.6,ampers
2025-07-18 11:30:28,Sensor 1:,0.05,ampers
2025-07-18 11:30:28,Sensor 2:,0.63,ampers
2025-07-18 11:30:29,Sensor 1:,0.05,ampers
2025-07-18 11:30:29,Sensor 2:,0.63,ampers
2025-07-18 11:30:30,Sensor 1:,0.05,ampers
2025-07-18 11:30:30,Sensor 2:,0.63,ampers
2025-07-18 11:30:31,Sensor 1:,0.05,ampers
2025-07-18 11:30:31,Sensor 2:,0.63,ampers
2025-07-18 11:30:31,Sensor 1:,0.05,ampers
2025-07-18 11:30:31,Sensor 2:,0.63,ampers
2025-07-18 11:30:32,Sensor 1:,0.05,ampers
2025-07-18 11:30:32,Sensor 2:,0.63,ampers
2025-07-18 11:30:33,Sensor 1:,0.05,ampers
2025-07-18 11:30:33,Sensor 2:,0.63,ampers
2025-07-18 11:30:33,Sensor 1:,0.05,ampers
2025-07-18 11:30:33,Sensor 2:,0.63,ampers
2025-07-18 11:30:34,Sensor 1:,0.05,ampers
2025-07-18 11:30:34,Sensor 2:,0.63,ampers
2025-07-18 11:30:35,Sensor 1:,0.05,ampers
2025-07-18 11:30:35,Sensor 2:,0.63,ampers
2025-07-18 11:30:35,Sensor 1:,0.02,ampers
2025-07-18 11:30:35,Sensor 2:,0.63,ampers
2025-07-18 11:30:36,Sensor 1:,0.05,ampers
2025-07-18 11:30:36,Sensor 2:,0.63,ampers
2025-07-18 11:30:37,Sensor 1:,0.05,ampers
2025-07-18 11:30:37,Sensor 2:,0.63,ampers
2025-07-18 11:30:37,Sensor 1:,0.05,ampers
2025-07-18 11:30:37,Sensor 2:,0.63,ampers
2025-07-18 11:30:38,Sensor 1:,0.05,ampers
2025-07-18 11:30:38,Sensor 2:,0.63,ampers
2025-07-18 11:30:39,Sensor 1:,0.05,ampers
2025-07-18 11:30:39,Sensor 2:,0.4,ampers
2025-07-18 11:30:40,Sensor 1:,0.05,ampers
2025-07-18 11:30:40,Sensor 2:,0.17,ampers
2025-07-18 11:30:40,Sensor 1:,0.05,ampers
2025-07-18 11:30:40,Sensor 2:,0.07,ampers
2025-07-18 11:30:41,Sensor 1:,0.05,ampers
2025-07-18 11:30:41,Sensor 2:,0.05,ampers
2025-07-18 11:30:42,Sensor 1:,0.05,ampers
2025-07-18 11:30:42,Sensor 2:,0.02,ampers
2025-07-21 12:44:59,Sensor 1:,0.67,ampers
2025-07-21 12:44:59,Sensor 2:,0.89,ampers
2025-07-21 12:44:59,Sensor 1:,0.7,ampers
2025-07-21 12:44:59,Sensor 2:,0.79,ampers
2025-07-21 12:45:00,Sensor 1:,0.7,ampers
2025-07-21 12:45:00,Sensor 2:,0.96,ampers
2025-07-21 12:45:01,Sensor 1:,0.67,ampers
2025-07-21 12:45:01,Sensor 2:,1.24,ampers
2025-07-21 12:45:01,Sensor 1:,0.67,ampers
2025-07-21 12:45:01,Sensor 2:,1.34,ampers
2025-07-21 12:45:02,Sensor 1:,0.67,ampers
2025-07-21 12:45:02,Sensor 2:,1.2,ampers
