2025-07-18 11:29:51,Sensor 1:,0.05,ampers
2025-07-18 11:29:51,Sensor 2:,0.02,ampers
2025-07-18 11:29:52,Sensor 1:,0.05,ampers
2025-07-18 11:29:52,Sensor 2:,0.02,ampers
2025-07-18 11:29:53,Sensor 1:,0.07,ampers
2025-07-18 11:29:53,Sensor 2:,0.02,ampers
2025-07-18 11:29:54,Sensor 1:,0.07,ampers
2025-07-18 11:29:54,Sensor 2:,0.02,ampers
2025-07-18 11:29:54,Sensor 1:,0.05,ampers
2025-07-18 11:29:54,Sensor 2:,0.02,ampers
2025-07-18 11:29:55,Sensor 1:,0.05,ampers
2025-07-18 11:29:55,Sensor 2:,0.0,ampers
2025-07-18 11:29:56,Sensor 1:,0.07,ampers
2025-07-18 11:29:56,Sensor 2:,0.0,ampers
2025-07-18 11:29:56,Sensor 1:,0.07,ampers
2025-07-18 11:29:56,Sensor 2:,0.0,ampers
2025-07-18 11:29:57,Sensor 1:,0.07,ampers
2025-07-18 11:29:57,Sensor 2:,0.0,ampers
2025-07-18 11:29:58,Sensor 1:,0.07,ampers
2025-07-18 11:29:58,Sensor 2:,0.0,ampers
2025-07-18 11:29:58,Sensor 1:,0.07,ampers
2025-07-18 11:29:58,Sensor 2:,0.0,ampers
2025-07-18 11:29:59,Sensor 1:,0.07,ampers
2025-07-18 11:29:59,Sensor 2:,0.02,ampers
2025-07-18 11:30:00,Sensor 1:,0.07,ampers
2025-07-18 11:30:00,Sensor 2:,0.02,ampers
2025-07-18 11:30:01,Sensor 1:,0.05,ampers
2025-07-18 11:30:01,Sensor 2:,0.02,ampers
2025-07-18 11:30:01,Sensor 1:,0.05,ampers
2025-07-18 11:30:01,Sensor 2:,0.0,ampers
2025-07-18 11:30:02,Sensor 1:,0.05,ampers
2025-07-18 11:30:02,Sensor 2:,0.02,ampers
2025-07-18 11:30:03,Sensor 1:,0.05,ampers
2025-07-18 11:30:03,Sensor 2:,0.02,ampers
2025-07-18 11:30:03,Sensor 1:,0.05,ampers
2025-07-18 11:30:03,Sensor 2:,0.02,ampers
2025-07-18 11:30:04,Sensor 1:,0.05,ampers
2025-07-18 11:30:04,Sensor 2:,0.02,ampers
2025-07-18 11:30:05,Sensor 1:,0.05,ampers
2025-07-18 11:30:05,Sensor 2:,0.02,ampers
2025-07-18 11:30:05,Sensor 1:,0.05,ampers
2025-07-18 11:30:05,Sensor 2:,0.02,ampers
2025-07-18 11:30:06,Sensor 1:,0.05,ampers
2025-07-18 11:30:06,Sensor 2:,0.02,ampers
2025-07-18 11:30:07,Sensor 1:,0.07,ampers
2025-07-18 11:30:07,Sensor 2:,0.02,ampers
2025-07-18 11:30:08,Sensor 1:,0.05,ampers
2025-07-18 11:30:08,Sensor 2:,0.02,ampers
2025-07-18 11:30:08,Sensor 1:,0.05,ampers
2025-07-18 11:30:08,Sensor 2:,0.02,ampers
2025-07-18 11:30:09,Sensor 1:,0.05,ampers
2025-07-18 11:30:09,Sensor 2:,0.02,ampers
2025-07-18 11:30:10,Sensor 1:,0.05,ampers
2025-07-18 11:30:10,Sensor 2:,0.02,ampers
2025-07-18 11:30:10,Sensor 1:,0.05,ampers
2025-07-18 11:30:10,Sensor 2:,0.02,ampers
2025-07-18 11:30:11,Sensor 1:,0.05,ampers
2025-07-18 11:30:11,Sensor 2:,0.02,ampers
2025-07-18 11:30:12,Sensor 1:,0.05,ampers
2025-07-18 11:30:12,Sensor 2:,0.0,ampers
2025-07-18 11:30:12,Sensor 1:,0.05,ampers
2025-07-18 11:30:12,Sensor 2:,0.0,ampers
2025-07-18 11:30:13,Sensor 1:,0.05,ampers
2025-07-18 11:30:13,Sensor 2:,0.02,ampers
2025-07-18 11:30:14,Sensor 1:,0.05,ampers
2025-07-18 11:30:14,Sensor 2:,0.02,ampers
2025-07-18 11:30:14,Sensor 1:,0.05,ampers
2025-07-18 11:30:14,Sensor 2:,0.02,ampers
2025-07-18 11:30:15,Sensor 1:,0.05,ampers
2025-07-18 11:30:15,Sensor 2:,0.0,ampers
2025-07-18 11:30:16,Sensor 1:,0.05,ampers
2025-07-18 11:30:16,Sensor 2:,0.02,ampers
2025-07-18 11:30:17,Sensor 1:,0.05,ampers
2025-07-18 11:30:17,Sensor 2:,0.02,ampers
2025-07-18 11:30:17,Sensor 1:,0.05,ampers
2025-07-18 11:30:17,Sensor 2:,0.02,ampers
2025-07-18 11:30:18,Sensor 1:,0.05,ampers
2025-07-18 11:30:18,Sensor 2:,0.02,ampers
2025-07-18 11:30:19,Sensor 1:,0.05,ampers
2025-07-18 11:30:19,Sensor 2:,0.02,ampers
2025-07-18 11:30:19,Sensor 1:,0.05,ampers
2025-07-18 11:30:19,Sensor 2:,0.02,ampers
2025-07-18 11:30:20,Sensor 1:,0.05,ampers
2025-07-18 11:30:20,Sensor 2:,0.05,ampers
2025-07-18 11:30:21,Sensor 1:,0.05,ampers
2025-07-18 11:30:21,Sensor 2:,0.05,ampers
2025-07-18 11:30:21,Sensor 1:,0.05,ampers
2025-07-18 11:30:21,Sensor 2:,0.02,ampers
2025-07-18 11:30:22,Sensor 1:,0.05,ampers
2025-07-18 11:30:22,Sensor 2:,0.02,ampers
2025-07-18 11:30:23,Sensor 1:,0.05,ampers
2025-07-18 11:30:23,Sensor 2:,0.02,ampers
2025-07-18 11:30:24,Sensor 1:,0.05,ampers
